row_index,ID,CAS,Formula,MolWt,SMILES,parse_mode
10075,T9135,93380-12-2,C20H26O5,346.42,CC(C)c1cc2c(c(O)c1O)[C@]13CCCC(C)(C)[C@@H]1[C@H](OC3=O)[C@@H]2O,sanitized
10076,TN6737,6875-60-1,C27H38O4,426.59,[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC(=O)[C@@]1(C)[C@@]2([H])C[C@]2([H])O[C@]3(CC[C@@H](C)CO3)[C@@H](C)[C@]12[H],sanitized
10077,TN6734,143016-74-4,C27H30O16,610.52,C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,sanitized
10078,TN6736,79-62-9,C30H52O,428.73,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,sanitized
10079,T0124,165108-07-6,C43H63NO11,769.96,CO[C@H]1C[C@H](O[C@@H]2/C(C)=C\C[C@@H]3C[C@@H](C[C@]4(CC[C@H](C)[C@@H](C5CCCCC5)O4)O3)OC(=O)[C@@H]3C=C(C)/C(=N\O)[C@H]4OC/C(=C/C=C\[C@@H]2C)[C@]43O)O[C@@H](C)[C@@H]1O,sanitized
10080,TN6735,3668-14-2,C17H20O5,304.34,[H][C@@]12C=CC(=O)[C@@]1(C)[C@@H](OC(C)=O)[C@@H]1C(=C)C(=O)O[C@@]1([H])C[C@H]2C,sanitized
10081,T2068,2061038-65-9,C13H20N2O4,268.31,CN1CCN(C(=O)C2C3CCC(O3)C2C(=O)O)CC1,sanitized
10082,T9137,2249435-90-1,C25H19FN2O4S,462.49,O=C(Nc1ccc(O)c(NS(=O)(=O)c2ccc(F)cc2)c1)c1ccc(-c2ccccc2)cc1,sanitized
10083,T0176,5133-19-7,C21H22O9,418.39,O=C1c2c(O)cccc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,sanitized
10084,T6568,156897-06-2,C23H22ClNO2,379.88,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,sanitized
10085,T9138,667463-82-3,C16H11N3O2,277.28,O=Nc1c(-c2c(O)[nH]c3ccccc23)[nH]c2ccccc12,sanitized
10086,T15369L,2935387-13-4,C9H16N2O7,264.23,CC(=O)O.N[C@H](CCC(=O)NCC(=O)O)C(=O)O,sanitized
10087,T9111,10299-44-2,C9H12N6O4,268.23,Nc1ncnc2c1nnn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,sanitized
10088,T22574L,,C19H31N5O6,425.49,CC(=O)O.CC[C@@H](C)[C@H](N)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@@H]1C(=O)O,sanitized
10089,TP1617L,,C56H70N10O15,1123.23,CC(=O)O.C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)O,sanitized
10090,TP1730L,,C51H80N12O17,1133.27,CC(=O)O.CC(C)C[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCCNC(=N)N)[C@@H](C)O)[C@@H](C)O)C(=O)O,sanitized
10091,TP2359,1219143-85-7,C25H21N3O4,427.45,O=C(NC(Cc1c[nH]c2ncccc12)C(=O)O)OCC1c2ccccc2-c2ccccc21,sanitized
10092,T9117,2519823-34-6,C40H49ClN8O8S,837.38,CC(C)S(=O)(=O)c1ccccc1Nc1nc(N[C@@H]2CCCN(CCCCCCCNC(=O)COc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)C2)ncc1Cl,sanitized
10093,T4294,956014-19-0,C16H9BrF6N6S,511.24,FC(F)(F)c1cc(NC(=S)Nc2ccc(Br)cc2-c2nn[nH]n2)cc(C(F)(F)F)c1,sanitized
10094,T9142,2080306-21-2,C25H36Cl2N6O,507.499,CN1CCc2cc(Nc3ncc(C4CC4)c(NCCCNC(=O)C4CCC4)n3)ccc2C1.Cl.Cl,sanitized
10095,T9127,306959-01-3,C24H21N5O2S,443.52,Cc1nn(-c2ccccc2)c2sc(C(=O)Nc3c(C)n(C)n(-c4ccccc4)c3=O)cc12,sanitized
10096,T3515,1333327-56-2,C25H32ClN5O4,502.01,Cl.O=C(NCCN1CCOCC1)Nc1ccc(C(=O)C=Cc2cccc(N3CCOCC3)n2)cc1,sanitized
10097,TP1852L,,C38H71N11O10S2,906.17,CC(=O)O.CSCC[C@H](NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(N)=O,sanitized
10098,T9140,2416146-10-4,C23H30Cl3N3O,470.86,CCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2ccc(Cl)c(Cl)c2)CC1.[H]Cl,sanitized
10099,TP2158L1,1824712-70-0,C45H71N13O12,986.14,CC(=O)O.CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC)C(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)O,sanitized
10100,T9107,1807454-59-6,C21H16F3N3O2,399.37,Cc1occc1C(=O)Nc1nn(Cc2ccc(C(F)(F)F)cc2)c2ccccc12,sanitized
10101,T8422,13681-87-3,C10H20CuN2S4,360.09,CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].[Cu+2],sanitized
10102,T9139,58594-72-2,C14H14Cl2N2O.H2O4S,395.23,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O,sanitized
10103,T0245,115007-34-6,C23H31NO7,433.5,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,sanitized
10104,TMS2171,67604-48-2,C15H12O5,272.25,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,sanitized
10105,TN6731,85-91-6,C9H11NO2,165.19,CNc1ccccc1C(=O)OC,sanitized
10106,TQ0023,917393-39-6,C20H15FN4O2S,394.42,CC(=O)N(C)c1cc(-c2ccnc3c(C(=O)c4cccs4)cnn23)ccc1F,sanitized
10107,TQ0041,1394820-77-9,C38H37FN4O8S,728.79,Cc1c(C(=O)Nc2ccc(Oc3ccnc4cc(OCC(C)(C)O)ccc34)c(F)c2)c(=O)n(-c2ccccc2)n1C.Cc1ccc(S(=O)(=O)O)cc1,sanitized
10108,TQ0042,1803274-65-8,C26H30F3N3O3,489.53,C[C@H]1C[C@@H](n2c(Nc3ccc(OC(F)(F)F)cc3)nc3cc(CCC(=O)O)ccc32)CC(C)(C)C1,sanitized
10109,TQ0081,1037592-40-7,C23H19Cl2N3O4,472.32,Nc1cc(COc2c(Cl)cc(C[C@H](N)C(=O)O)cc2Cl)c2oc(-c3ccccc3)nc2c1,sanitized
10110,TQ0086,1531634-31-7,C15H11F3N2O3,324.25,Cc1cccc(NC(=O)c2ccc(C(F)(F)F)cc2C(=O)O)n1,sanitized
10111,TQ0110,867017-68-3,C18H13ClF2N6O,402.79,Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12,sanitized
10112,TQ0113,192314-93-5,C19H22N4O3,354.4,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,sanitized
10113,TQ0117,1000279-69-5,C20H19ClN2O3S,402.89,CCC(=O)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(S(N)(=O)=O)cc2)c1C,sanitized
10114,TQ0197,152-72-7,C19H15NO6,353.33,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,sanitized
10115,TQ0292,415903-37-6,C26H29N5O3S,491.61,CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,sanitized
10116,TQ0311,844903-58-8,C25H29N5O,415.53,Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1,sanitized
10117,TN1022,59472-23-0,C16H22O11,390.34,C=CC1C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)O)C1CC(=O)O,sanitized
10118,TN1025,389122-01-4,C44H56O4,648.91,[H][C@@]12C[C@](C)(COC(=O)c3ccccc3)CC[C@]1(C)CC[C@]1(C)C3=CC[C@@]4([H])C(C)(C)[C@H](OC(=O)c5ccccc5)CC[C@]4(C)C3=CC[C@@]21C,sanitized
10119,TN1043,18719-76-1,C27H31ClO15,630.98,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc4c(O)cc(O)cc4[o+]c3-c3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O.[Cl-],sanitized
10120,TN1073,183238-67-7,C17H24O14,452.36,COC(=O)C1=COC(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(O)(CC(=O)O)C1CC(=O)O,sanitized
10121,TN1110,29836-27-9,C16H24O11,392.36,CC1(O)C[C@@H](O)[C@@H]2C(C(=O)O)=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21,sanitized
10122,TN1112,5304-71-2,C33H36O8,560.63,[H][C@]12C=C3C(=O)c4c(O)c5c(c(CC=C(C)C)c4O[C@]34[C@@](C/C=C(/C)C(=O)O)(OC(C)(C)[C@]4([H])C1)C2=O)OC(C)(C)C=C5,sanitized
10123,TN1130,95258-14-3,C20H26O10,426.41,CC1=CC(=O)[C@@H](O)[C@]2(C)[C@H]3[C@@H](O)[C@H](O)[C@@]4(CO)OC[C@@]35[C@@H](C[C@@H]12)OC(=O)[C@H](O)[C@]54O,sanitized
10124,TN1196,93551-00-9,C20H30O5,350.45,C/C1=C/C2C(C/C=C(/CO)C(O)C3C(O)C(C)CC3(O)C1=O)C2(C)C,sanitized
10125,TN1222,264624-38-6,C37H56O10,660.83,CC(=O)O[C@@H]1C[C@@]23C[C@@]24CC[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)[C@@H]4CC[C@H]3[C@]2(C)C[C@@H]3O[C@]4(C[C@@H](C)[C@@H]3[C@@]12C)OC[C@@]1(C)O[C@@H]41,sanitized
10126,TN1291,29080-58-8,C18H16O6,328.32,COc1cc(O)c2c(=O)cc(-c3ccc(OC)c(OC)c3)oc2c1,sanitized
10127,TN1295,73263-62-4,C16H16O8,336.29,O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1CC(C(=O)O)=C[C@@H](O)[C@H]1O,sanitized
10128,TN1341,33390-41-9,C23H24O5,380.43,CC(C)=CCc1c(O)c(CC=C(C)C)c2oc3c(O)cccc3c(=O)c2c1O,sanitized
10129,TN1343,7437-55-0,C21H22O4,338.4,CC(C)=CCCC(C)=CCOc1c2occc2cc2ccc(=O)oc12,sanitized
10130,TN1369,642-05-7,C16H14O4,270.28,CC(C)=CCc1c2ccoc2c(O)c2oc(=O)ccc12,sanitized
10131,TN1384,49624-66-0,C15H16O6,292.28,CC(C)(O)[C@@H]1Cc2c(cc3oc(CO)cc(=O)c3c2O)O1,sanitized
10132,TN1427,82475-03-4,C22H20O11,460.39,COC(=O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,sanitized
10133,TN1429,14964-98-8,C11H14O4,210.23,COc1cc(O)c(C(C)=O)c(OC)c1C,sanitized
10134,TN1432,178064-13-6,C46H74O17,899.07,[H][C@@]1(O[C@@H]2[C@@H](O[C@]3([H])O[C@@H](CO)[C@H](O)[C@H]3O)[C@]([H])(O[C@H]3CC[C@]4(C)[C@@]5([H])CC[C@@]6([H])[C@]7(CO[C@@]8(C7)OC[C@@H](C=C(C)C)[C@](C)(O)[C@@]86[H])[C@]5(C)CC[C@@]4([H])C3(C)C)OC[C@@H]2O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,sanitized
10135,TN1465,25654-31-3,C21H32O2,316.48,CCCCCc1cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c1,sanitized
10136,TN1576,2179-57-9,C6H10S2,146.27,C=CCSSCC=C,sanitized
10137,TN1652,15404-76-9,C26H30O6,438.51,COc1cc2oc3cc(OC)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,sanitized
10138,TN1675,2798-20-1,C19H18O7,358.34,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC)c(OC)c3o2)cc1,sanitized
10139,TN1754,63238-68-6,C24H39NO8,469.57,COCC12CCC(OC)C34C5CC6(O)C(O)C5C(O)(C(O)C6OC)C(C(OC)C13)C4N(C)C2,sanitized
10140,TN1757,33676-00-5,C24H30O7,430.49,COC[C@H]1Cc2cc(OC)c3c(c2[C@@H](c2ccc(OC)c(OC)c2)[C@@H]1COC)OCO3,sanitized
10141,TN1786,1088-17-1,C15H16O4,260.29,COc1ccc2ccc(=O)oc2c1CC(=O)C(C)C,sanitized
10142,TN1800,491-69-0,C22H24O10,448.42,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1,sanitized
10143,TN1819,32602-81-6,C27H30O15,594.52,C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,sanitized
10144,TN1828,6894-43-5,C20H26O3,314.42,C[C@@]12C=Cc3occc3[C@H]1CC[C@@]13C[C@@H](CC[C@H]12)[C@@](O)(CO)C3,sanitized
10145,TN1922,5875-49-0,C15H18O5,278.3,COc1ccc2ccc(=O)oc2c1C[C@@H](O)C(C)(C)O,sanitized
10146,TN1987,81827-74-9,C21H26O4,342.43,COc1c(C(C)C)cc(O)c2c1CC[C@H]1C3=C(CC[C@]21C)C(=O)OC3,sanitized
10147,TN2080,487-36-5,C20H22O6,358.39,[H][C@]12CO[C@H](c3ccc(O)c(OC)c3)[C@@]1([H])CO[C@@H]2c1ccc(O)c(OC)c1,sanitized
10148,TN2121,1247-97-8,C20H20O7,372.37,COc1cc(OC)c2c(=O)c(OC)c(-c3ccc(OC)c(OC)c3)oc2c1,sanitized
10149,TN2182,59653-37-1,C11H14O5,226.23,[H][C@]12C[C@]3([H])C(C(=O)OC)=CO[C@]([H])(O1)[C@]3([H])[C@H](C)O2,sanitized
10150,TN2241,823214-06-8,C27H34O11,534.55,COc1ccc(C[C@@H]2C(=O)OC[C@H]2Cc2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)cc1OC,sanitized
10151,TN2275,80358-06-1,C20H24O9,408.4,COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2cc(C)c(C(C)=O)c(O)c12,sanitized
10152,TN2316,553-19-5,C14H12O3,228.24,CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1,sanitized
10153,TN2376,62512-21-4,C48H82O41,1315.14,OC[C@H]1O[C@@](CO)(OC[C@@]2(OC[C@@]3(OC[C@@]4(OC[C@@]5(OC[C@@]6(OC[C@@]7(O[C@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)O[C@H](CO)[C@@H](O)[C@@H]7O)O[C@H](CO)[C@@H](O)[C@@H]6O)O[C@H](CO)[C@@H](O)[C@@H]5O)O[C@H](CO)[C@@H](O)[C@@H]4O)O[C@H](CO)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@@H](O)[C@@H]1O,sanitized
10154,T12079,1140517-08-3,C17H24BF3N2O4,388.19,CC(C)C[C@H](NC(=O)C(C)(C)NC(=O)c1ccccc1C(F)(F)F)B(O)O,sanitized
10155,T19431,116521-73-4,C20H18O8,386.35,COc1cc([C@@H]2Oc3cc4oc(=O)ccc4cc3O[C@H]2CO)cc(OC)c1O,sanitized
10156,T19433,35337-98-5,C16H23NO7,341.36,CC1C(=O)OC2CC[N+]3([O-])CC=C(COC(=O)C(C)(O)C1(C)O)C23,sanitized
10157,T12139,847361-96-0,C24H41NO2,375.59,CCCCCCCCCCCCCCCC(=O)NCc1cccc(OC)c1,sanitized
10158,T12297,96382-90-0,C25H30O15,570.5,COC(=O)C1=COC(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)/C(=C/C(=O)O)C1CC(=O)OCCc1ccc(O)c(O)c1,sanitized
10159,T12323,1297537-33-7,C19H17ClN6O2,396.83,CC(=O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)[nH]n1,sanitized
10160,T13822,22612-27-7,C27H42O6,462.62,CC(C)(O)CC[C@@H](O)[C@](C)(O)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)C[C@H](O)[C@H](O)C[C@H]1C(=O)C3,sanitized
10161,T10117,30358-88-4,C17H18O6,318.32,CC(=O)O[C@H]1Cc2c(cc3oc(C)cc(=O)c3c2O)OC1(C)C,sanitized
10162,T13516,134-35-0,C20H25N7O6,459.46,CN1c2c([nH]c(N)nc2=O)NCC1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,sanitized
10163,T13640,77035-42-8,C33H50O4,510.75,C=C(CC[C@@H](C(=O)O)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](OC(C)=O)CC[C@]4(C)C3=CC[C@]12C)C(C)C,sanitized
10164,T11047,35110-20-4,C22H20O12,476.39,COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3o2)cc1O,sanitized
10165,T14008,950-99-2,C14H20O2,220.31,Cc1c(C)c2c(c(C)c1O)CCC(C)(C)O2,sanitized
10166,T14148,33458-93-4,C17H14O5,298.29,CC(C)Oc1ccc2c(=O)c3cc(C(=O)O)ccc3oc2c1,sanitized
10167,T14353,86445-22-9,C20H19NO3,321.37,Cc1ccc(C(=O)CC(C(=O)O)c2c[nH]c3ccccc23)c(C)c1,sanitized
10168,T14358,918407-35-9,C28H27N5O5,513.54,C=Cc1cc(C(=O)Nc2ccc(C(=N)N)cc2)c(-c2ccc(C(=O)NCC3CC3)nc2C(=O)O)cc1OC,sanitized
10169,T10336,84176-65-8,C12H21N6O4P,344.31,CC(C)c1nc2nc(N)nc(N)c2nc1C(C)C.O=P(O)(O)O,sanitized
10170,T14852,192718-06-2,C17H8FNO3,293.25,O=C1c2ccccc2C(=O)c2oc(-c3ccc(F)cc3)nc21,sanitized
10171,T14894,1621999-82-3,C22H21F3N6O2,458.44,C=CC(=O)Nc1cc(C)ccc1Nc1nc(Nc2cc(OC)ncc2C)ncc1C(F)(F)F,sanitized
10172,T14913,1700637-55-3,C22H27N3O3S,413.53,COCCOC1CCC(Nc2cc(=O)n(C)c3ccc(-c4cncs4)cc23)CC1,sanitized
10173,T13018,40045-50-9,C5H3N5O2S3,261.3,Nc1nnc(Sc2ncc([N+](=O)[O-])s2)s1,sanitized
10174,T11175,1388651-30-6,C19H18F3N5O2S,437.44,C[C@H]1OC[C@]2(c3cc(NC(=O)c4cnc(C(F)F)cn4)ccc3F)N=C(N)SC[C@H]12,sanitized
10175,T13681,1668-85-5,C17H21NO3,287.35,COc1ccc2c3c1O[C@H]1C[C@H](O)C=C[C@@]31CCN(C)C2,sanitized
10176,T19332,80529-93-7,C14H20GdN3O10,547.57,O=C1C[N]23CC[N]45CC(=O)[O-][Gd+3]2467([O-]1)([O-]C(=O)C5)[O-]C(=O)C[N]6(CC3)CC(=O)[O-]7.[H+].[H+],unsanitized
10177,T11351,134332-50-6,C17H21NO4,303.35,[H][C@]12C[C@@H](O)C=C[C@]13CC[N@@+](C)([O-])Cc1ccc(OC)c(c13)O2,sanitized
10178,T11505,568544-03-6,C10H12Cl2N2O3S,311.18,CN(C)S(=O)(=O)c1cc(NC(=O)CCl)ccc1Cl,sanitized
10179,T11561,1672666-82-8,C17H13F2NO4S,365.35,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1C(O)C(F)C2,sanitized
10180,T13164,1449686-84-3,C15H18ClNS2,311.89,CN1CCCC(=C(c2cccs2)c2cccs2)C1.[H]Cl,sanitized
10181,T13194,2271119-26-5,C20H20FN7O2,409.42,CCN1Cc2c(ccc(F)c2C#N)O[C@@H](C)CNC(=O)c2c(N)nn3ccc1nc23,sanitized
10182,T13272,2031161-35-8,C20H15F4N3O2,405.35,C[C@](O)(Cn1ccc2cc(F)ccc21)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,sanitized
10183,T13275,887258-94-8,C15H21ClN2,264.79,Cl.c1cc2c3c(c1)[C@H]1CCC[C@H]1CN3CCNC2,sanitized
10184,T10758L,923981-14-0,C15H16ClN,245.75,[H]Cl.[H][C@@]12CNC[C@]1(c1ccc3ccccc3c1)C2,sanitized
10185,T10826,442633-00-3,C18H17FN2O,296.34,Cc1[nH]c2ccccc2c1CCNC(=O)c1ccccc1F,sanitized
10186,T13356,1072803-08-7,C21H20FN5O2S,425.48,Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)NCc1cccnc1,sanitized
10187,T11689,1642303-38-5,C29H29FN7O5P,605.56,O=P(O)(O)O.[H][C@@]12CCC[C@]1([H])N1C(=N2)N(C)C(=O)c2c1nn(Cc1ccc(-c3cccc(F)n3)cc1)c2Nc1ccccc1,sanitized
10188,T15794,2274819-46-2,C27H19F3N8O,528.49,Cc1ccc2c(Nc3cccc(OC(F)(F)F)c3)nccc2c1Nc1ncccc1-c1ncnc2nc[nH]c12,sanitized
10189,T15795,117946-91-5,C19H20N2O,292.37,CC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12,sanitized
10190,T15942,1227923-29-6,C25H25N3O2,399.48,Cc1ccc(Cc2cc3c(=O)n([C@H]4CCCC[C@@H]4O)cnc3c3ccccc23)cn1,sanitized
10191,T16383,1628732-62-6,C21H16F5N7O3,509.39,NC(=O)[C@](O)(CNc1nc(-c2cc(-c3ccon3)n(Cc3ccccc3F)n2)ncc1F)C(F)(F)F,sanitized
10192,T16412,1340593-59-0,C23H16F7N5O2,527.39,O[C@@](Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,sanitized
10193,T16506,532959-63-0,C17H23N5O2S,361.46,CCc1nc2c(N)nc3ccccc3c2n1CCCCNS(C)(=O)=O,sanitized
10194,T16518,1311174-68-1,C27H33N5O4,491.58,Cn1nc(CC(=O)Nc2ccc(CN3CCN(C(=O)OC(C)(C)C)CC3)cc2)c2ccccc2c1=O,sanitized
10195,T16703,865311-47-3,C35H33FN6O3,604.67,CN1CCCC1CCN=C(O)c1cn2c3c(c(N4CCC(c5cnccn5)C4)c(F)cc3c1=O)Oc1cc3ccccc3cc1-2,sanitized
10196,T11811,72361-67-2,C18H19NO4,313.35,COc1cc2c(cc1O)-c1c(OC)c(O)cc3c1C(C2)NCC3,sanitized
10197,T12877L,1293281-49-8,C21H22FN7O,407.44,Cc1cc(C)nc(N2CC3CN(C(=O)c4c(F)cccc4-n4nccn4)CC3C2)n1,sanitized
10198,T16966,203640-27-1,C24H20N2O4S2,464.56,Cc1ccc(C#Cc2ccc(S(=O)(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)s2)cc1,sanitized
10199,T17033,887936-68-7,C24H28N4O4,436.5,COc1cccc(C(=O)Nc2ccc(OCCN3CCOCC3)c(-c3ccnn3C)c2)c1,sanitized
10200,T17038,1208229-58-6,C11H17NO5,243.26,CCN(CC)C(=O)COC(=O)/C=C/C(=O)OC,sanitized
10201,T22362,14920-87-7,C8H6Cl2O2,205.04,COC(=O)c1c(Cl)cccc1Cl,sanitized
10202,T22371,106861-44-3,C58H80Cl2N2O14,1100.17,COc1cc2c(cc1OC)[C@@H](Cc1cc(OC)c(OC)c(OC)c1)[N+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N+]1(C)CCc3cc(OC)c(OC)cc3[C@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2.[Cl-].[Cl-],sanitized
10203,T22396,1035638-91-5,C18H14ClFN4O2,372.78,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,sanitized
10204,T3S1692,36062-07-4,C21H28O6,376.44,COc1cc(CCC(O)CC(O)CCc2ccc(O)c(OC)c2)ccc1O,sanitized
10205,T5722,10176-66-6,C18H16O7,344.32,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)c(OC)c3o2)cc1,sanitized
10206,T7190,18642-44-9,C37H56O11,676.83,[H][C@@]12CC[C@@]3([H])C(C)(C)[C@@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)CC[C@@]34C[C@@]14C[C@@H](OC(C)=O)[C@@]1(C)[C@@]2(C)C[C@]2([H])O[C@]3(C[C@@H](C)[C@]12[H])O[C@H](O)[C@@]1(C)O[C@@]31[H],sanitized
10207,TN2496,635-12-1,C14H8O2,208.21,O=C1C=CC(=O)c2cc3ccccc3cc21,sanitized
10208,TN3695,15991-59-0,C8H18ClN,163.7,CCCC1CCCCN1.Cl,sanitized
10209,TN3861,14531-52-3,C14H14O2,214.26,Oc1cc(O)cc(CCc2ccccc2)c1,sanitized
10210,TN4818,14348-16-4,C16H14O5,286.28,Cc1c(O)cc2c(c1O)C(=O)CC(c1ccc(O)cc1)O2,sanitized
10211,T20741,80-54-6,C14H20O,204.31,CC(C=O)Cc1ccc(C(C)(C)C)cc1,sanitized
10212,T21469,742-20-1,C13H18ClN3O4S2,379.88,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,sanitized
10213,T22891,309928-48-1,C21H22N2O4S,398.48,CS(=O)(=O)N(Cc1ccco1)CC(O)Cn1c2ccccc2c2ccccc21,sanitized
10214,T23394,77145-61-0,C10H14ClN3·HCl,248.15,NC1CCN(c2cccc(Cl)n2)CC1.[H]Cl,sanitized
10215,T19823,112410-23-8,C22H28N2O2,352.47,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,sanitized
10216,T20003,578-95-0,C13H9NO,195.22,O=c1c2ccccc2[nH]c2ccccc12,sanitized
10217,T20055,84-21-9,C10H14N5O7P,347.22,Nc1ncnc2c1ncn2[C@@H]1OC(CO)[C@@H](OP(=O)(O)O)[C@H]1O,sanitized
10218,T20128,13073-35-3,C6H13NO2S,163.24,CCSCC[C@H](N)C(=O)O,sanitized
10219,TN5888,4335-12-0,C16H18O4,274.31,COc1cc2oc(=O)ccc2c(OC)c1CC=C(C)C,sanitized
